Modern Venus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sup conj,,,,greatest elong (east),,,,first station,,,,inf conj,,,,second station,,,,greatest elong(west),,,,Sup conj,greatest elong (east),first station,inf conj,second station,greatest elong(west),Sup conj,,,,greatest elong (east),,,,first station,,,,inf conj,,,,second station,,,,greatest elong (west),,,,,greatest elongations,,,Sup conj,greatest elong (east),first station,inf conj,second station,greatest elong(west),Sup conj,,,,greatest elong (east),,,,first station,,,,inf conj,,,,second station,,,,greatest elong (west),,,,,greatest elong(west),Sup conj,greatest elong (east),first station,inf conj,second station,greatest elong(west),Sup conj,,,,greatest elong (east),,,,first station,,,,inf conj,,,,second station,,,,greatest elong (west),,,,,,,,,
1061,12,20,9.97742,1062,7,25,18.5428,1062,9,16,23.74381,1062,10,6,15.80951,1062,10,28,13.27639,1062,12,13,17.26975,2108941.83262,2109159.18951,2109212.40622,2109232.07563,2109253.97008,2109300.13647,274.6062,274.6062,274.87584,274.6062,173.46726,128.84338,127.55644,128.84338,207.72145,181.29628,179.3446,181.29628,200.68336,200.68337,198.87831,200.68337,192.15476,222.26357,220.86635,222.26357,221.01805,267.76734,267.7998,267.76734,,44.623880000000014,-46.74929,,2108941.83262,2109159.18951,2109212.40622,2109232.07563,2109253.97008,2109300.13647,274.6062,274.6062,274.87584,274.6062,173.46726,128.84338,127.55644,128.84338,207.72145,181.29628,179.3446,181.29628,200.68336,200.68337,198.87831,200.68337,192.15476,222.26357,220.86635,222.26357,221.01805,267.76734,267.7998,267.76734,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8166730344298943e-05,-1.733319664001809e-05,-1.858303153515206e-05,-2.441637048125611e-05,-2.1083166986707313e-05,-2.1083166986707313e-05
1063,7,31,7.31909,1064,3,5,19.29453,1064,4,24,5.16813,1064,5,16,4.27441,1064,6,6,5.4931,1064,7,29,5.30985,2109529.72186,2109748.22084,2109797.63224,2109819.595,2109840.64578,2109893.63814,134.0575,134.0575,132.64421,134.0575,37.29604,349.42037,351.36428,349.42037,68.37264,38.12257,39.57212,38.12257,59.77009,59.7701,60.64115,59.7701,51.82312,80.51874,80.72674,80.51874,85.68093,132.75051,131.36507,132.75051,,47.875670000000014,-47.06957999999999,,2109529.72186,2109748.22084,2109797.63224,2109819.595,2109840.64578,2109893.63814,134.0575,134.0575,132.64421,134.0575,37.29604,349.42037,351.36428,349.42037,68.37264,38.12257,39.57212,38.12257,59.77009,59.7701,60.64115,59.7701,51.82312,80.51874,80.72674,80.51874,85.68093,132.75051,131.36507,132.75051,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1916700690988167e-05,-2.5249904185536964e-05,-2.5250369846824272e-05,-2.3583768099549873e-05,-2.4833137333396538e-05,-2.0250098943713768e-05
1065,2,27,23.83978,1065,10,13,5.7871,1065,11,30,19.16529,1065,12,21,12.44366,1066,1,10,17.08569,1066,3,1,5.58637,2110107.41022,2110334.65803,2110383.21545,2110403.93538,2110424.1288,2110473.64966,343.45433,343.45433,345.36223,343.45433,252.73552,207.44046,205.73359,207.44046,283.62543,255.30094,254.89389,255.30094,275.72348,275.72348,276.02315,275.72348,268.214,295.62706,296.58158,295.62706,299.86572,344.43716,346.35245,344.43716,,45.29506000000001,-44.571439999999996,,2110107.41022,2110334.65803,2110383.21545,2110403.93538,2110424.1288,2110473.64966,343.45433,343.45433,345.36223,343.45433,252.73552,207.44046,205.73359,207.44046,283.62543,255.30094,254.89389,255.30094,275.72348,275.72348,276.02315,275.72348,268.214,295.62706,296.58158,295.62706,299.86572,344.43716,346.35245,344.43716,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.983333209157334e-05,-2.4833602994683845e-05,-2.0250098943713768e-05,-1.8166730344298943e-05,-2.0250098943713768e-05,-1.858349719643937e-05
1066,10,10,18.14429,1067,5,12,10.07289,1067,7,3,23.42315,1067,7,24,14.74438,1067,8,15,23.17824,1067,10,3,9.12528,2110697.17291,2110910.8366,2110963.39286,2110984.03125,2111006.38266,2111054.79712,204.75219,204.75219,202.99776,204.75219,101.56808,55.34917,56.34812,55.34917,135.08618,107.1511,106.47903,107.1511,127.49325,127.49326,126.23455,127.49326,118.75803,149.52386,147.79645,149.52386,148.93854,197.24343,195.38519,197.24343,,46.218909999999994,-48.30489,,2110697.17291,2110910.8366,2110963.39286,2110984.03125,2111006.38266,2111054.79712,204.75219,204.75219,202.99776,204.75219,101.56808,55.34917,56.34812,55.34917,135.08618,107.1511,106.47903,107.1511,127.49325,127.49326,126.23455,127.49326,118.75803,149.52386,147.79645,149.52386,148.93854,197.24343,195.38519,197.24343,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1916700690988167e-05,-2.0250098943713768e-05,-1.9416565239432915e-05,-2.4833137333396538e-05,-2.4000069290402992e-05,-2.3999603629115684e-05
1068,5,13,3.92944,1068,12,27,1.45585,1069,2,11,1.62117,1069,3,5,9.24792,1069,3,25,4.05729,1069,5,17,8.23308,2111277.58062,2111505.47756,2111551.48445,2111573.80223,2111593.58595,2111646.75994,56.82934,56.82934,57.7865,56.82934,329.03136,281.45528,281.94995,281.45528,357.76875,326.80184,328.50527,326.80184,348.79929,348.79929,350.73638,348.79929,341.48669,8.29906,10.20101,8.29906,15.78375,60.70985,61.54753,60.70985,,47.57607999999999,-44.926100000000005,,2111277.58062,2111505.47756,2111551.48445,2111573.80223,2111593.58595,2111646.75994,56.82934,56.82934,57.7865,56.82934,329.03136,281.45528,281.94995,281.45528,357.76875,326.80184,328.50527,326.80184,348.79929,348.79929,350.73638,348.79929,341.48669,8.29906,10.20101,8.29906,15.78375,60.70985,61.54753,60.70985,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7333662301305397e-05,-2.3583302438262566e-05,-2.5249904185536964e-05,-2.4000069290402992e-05,-2.0250098943713768e-05,-1.8999798387292488e-05
1069,12,18,4.20245,1070,7,23,6.88792,1070,9,14,12.78187,1070,10,4,4.0014,1070,10,26,3.64103,1070,12,11,5.07988,2111861.592,2112078.70389,2112131.94948,2112151.58362,2112173.56861,2112219.62856,272.45843,272.45843,272.64381,272.45843,171.09391,126.45413,125.22155,126.45413,205.32078,178.93548,176.96823,178.93548,198.28782,198.28782,196.43662,198.28782,189.72597,219.95726,218.49036,219.95726,218.50843,265.35611,265.29172,265.35611,,44.63977999999999,-46.84768,,2111861.592,2112078.70389,2112131.94948,2112151.58362,2112173.56861,2112219.62856,272.45843,272.45843,272.64381,272.45843,171.09391,126.45413,125.22155,126.45413,205.32078,178.93548,176.96823,178.93548,198.28782,198.28782,196.43662,198.28782,189.72597,219.95726,218.49036,219.95726,218.50843,265.35611,265.29172,265.35611,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1916700690988167e-05,-1.733319664001809e-05,-2.6083437889817818e-05,-1.9000264048579796e-05,-2.441683614254342e-05,-2.2333467543128593e-05
1071,7,28,21.0672,1072,3,3,16.74263,1072,4,21,21.98961,1072,5,13,21.88477,1072,6,3,22.42328,1072,7,27,0.14856,2112449.2947,2112668.11451,2112717.33313,2112739.32876,2112760.3512,2112813.42309,131.72586,131.72587,130.35989,131.72587,35.31376,347.40497,349.33946,347.40497,66.22729,35.91716,37.41638,35.91716,57.59708,57.59709,58.53349,57.59709,49.68223,78.31779,78.60063,78.31779,83.62708,130.62794,129.29125,130.62794,,47.90879000000001,-47.00085999999999,,2112449.2947,2112668.11451,2112717.33313,2112739.32876,2112760.3512,2112813.42309,131.72586,131.72587,130.35989,131.72587,35.31376,347.40497,349.33946,347.40497,66.22729,35.91716,37.41638,35.91716,57.59708,57.59709,58.53349,57.59709,49.68223,78.31779,78.60063,78.31779,83.62708,130.62794,129.29125,130.62794,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4000069290402992e-05,-2.441683614254342e-05,-2.0250098943713768e-05,-1.858349719643937e-05,-2.0666400134566887e-05,-2.4000069290402992e-05
1073,2,25,15.06207,1073,10,10,15.12916,1073,11,28,7.2485,1073,12,18,23.46021,1074,1,8,4.94383,1074,2,26,12.41182,2113027.04448,2113254.04728,2113302.71892,2113323.39441,2113343.62289,2113392.93406,341.18324,341.18324,343.06975,341.18324,250.1461,204.92788,203.17354,204.92788,281.12523,252.90094,252.40112,252.90094,273.27967,273.27967,273.48554,273.27967,265.74319,293.21782,294.08906,293.21782,297.20369,341.82122,343.71091,341.82122,,45.21822,-44.61752999999999,,2113027.04448,2113254.04728,2113302.71892,2113323.39441,2113343.62289,2113392.93406,341.18324,341.18324,343.06975,341.18324,250.1461,204.92788,203.17354,204.92788,281.12523,252.90094,252.40112,252.90094,273.27967,273.27967,273.48554,273.27967,265.74319,293.21782,294.08906,293.21782,297.20369,341.82122,343.71091,341.82122,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7749963492158516e-05,-2.2333467543128593e-05,-2.316653558612214e-05,-2.5250369846824272e-05,-2.108363264799462e-05,-2.4833137333396538e-05
1074,10,8,10.80469,1075,5,10,2.56026,1075,7,1,15.08934,1075,7,22,7.69171,1075,8,13,14.96693,1075,10,1,6.57135,2113616.86709,2113830.52358,2113883.04562,2113903.73739,2113926.04052,2113974.6907,202.54016,202.54016,200.75029,202.54016,99.42251,53.13004,54.19899,53.13004,132.9259,104.89824,104.30994,104.89824,125.29302,125.29302,124.10232,125.29302,116.57417,147.27604,145.59228,147.27604,146.92678,195.22795,193.34884,195.22795,,46.29247,-48.301169999999985,,2113616.86709,2113830.52358,2113883.04562,2113903.73739,2113926.04052,2113974.6907,202.54016,202.54016,200.75029,202.54016,99.42251,53.13004,54.19899,53.13004,132.9259,104.89824,104.30994,104.89824,125.29302,125.29302,124.10232,125.29302,116.57417,147.27604,145.59228,147.27604,146.92678,195.22795,193.34884,195.22795,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.858303153515206e-05,-2.6499739080670937e-05,-2.149993383884774e-05,-2.6083437889817818e-05,-2.1916700690988167e-05,-1.7749963492158516e-05
1076,5,10,14.63306,1076,12,24,16.58549,1077,2,8,17.40256,1077,3,3,0.14081,1077,3,22,18.39175,1077,5,14,21.94021,2114197.02661,2114425.10796,2114471.142,2114493.42277,2114513.18322,2114566.33107,54.37268,54.37268,55.40837,54.37268,326.69978,279.18039,279.59394,279.18039,355.47529,324.55371,326.21968,324.55371,346.51468,346.51468,348.44297,346.51468,339.20842,5.99152,7.91167,5.99152,13.50602,58.37654,59.29303,58.37654,,47.51938999999999,-44.87052,,2114197.02661,2114425.10796,2114471.142,2114493.42277,2114513.18322,2114566.33107,54.37268,54.37268,55.40837,54.37268,326.69978,279.18039,279.59394,279.18039,355.47529,324.55371,326.21968,324.55371,346.51468,346.51468,348.44297,346.51468,339.20842,5.99152,7.91167,5.99152,13.50602,58.37654,59.29303,58.37654,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.316653558612214e-05,-2.1916700690988167e-05,-1.733319664001809e-05,-2.6916505932811363e-05,-2.1083166986707313e-05,-1.858303153515206e-05
1077,12,15,21.43671,1078,7,20,20.44474,1078,9,12,1.76018,1078,10,1,17.11157,1078,10,23,18.24247,1078,12,8,17.54741,2114781.31009,2114998.26876,2115051.49024,2115071.12988,2115093.177,2115139.14804,270.26998,270.26998,270.37727,270.26998,168.79525,124.11465,122.95888,124.11465,202.96677,176.57224,174.61916,176.57224,195.92999,195.93,194.06502,195.93,187.34906,217.66068,216.15388,217.66068,216.04877,262.9719,262.82798,262.9719,,44.68060000000001,-46.923130000000015,,2114781.31009,2114998.26876,2115051.49024,2115071.12988,2115093.177,2115139.14804,270.26998,270.26998,270.37727,270.26998,168.79525,124.11465,122.95888,124.11465,202.96677,176.57224,174.61916,176.57224,195.92999,195.93,194.06502,195.93,187.34906,217.66068,216.15388,217.66068,216.04877,262.9719,262.82798,262.9719,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7749963492158516e-05,-1.983333209157334e-05,-2.3167001247409447e-05,-2.1916700690988167e-05,-2.108363264799462e-05,-2.1916700690988167e-05
1079,7,26,9.0293,1080,3,1,13.66081,1080,4,19,14.18724,1080,5,11,15.34662,1080,6,1,14.55166,1080,7,24,17.38529,2115368.79312,2115587.9861,2115637.00803,2115659.05634,2115680.02322,2115733.14129,129.32089,129.32089,128.025,129.32089,33.31009,345.36781,347.29545,345.36781,64.07548,33.68614,35.23804,33.68614,55.41797,55.41799,56.42658,55.41799,47.53826,76.08393,76.45139,76.08393,81.51959,128.43959,127.16755,128.43959,,47.94227999999998,-46.920000000000016,,2115368.79312,2115587.9861,2115637.00803,2115659.05634,2115680.02322,2115733.14129,129.32089,129.32089,128.025,129.32089,33.31009,345.36781,347.29545,345.36781,64.07548,33.68614,35.23804,33.68614,55.41797,55.41799,56.42658,55.41799,47.53826,76.08393,76.45139,76.08393,81.51959,128.43959,127.16755,128.43959,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.316653558612214e-05,-2.3583302438262566e-05,-1.9000264048579796e-05,-2.149993383884774e-05,-2.4833137333396538e-05,-2.691697159409867e-05
1081,2,23,5.2207,1081,10,7,23.28478,1081,11,25,19.35682,1081,12,16,10.88873,1082,1,5,16.6096,1082,2,23,21.5921,2115946.63443,2116173.3871,2116222.22343,2116242.8706,2116263.10896,2116312.31657,338.86848,338.86848,340.74178,338.86848,247.5232,202.36658,200.57843,202.36658,278.65224,250.50197,249.92767,250.50197,270.85278,270.85279,270.98344,270.85279,263.29147,290.80068,291.6039,290.80068,294.65189,339.30201,341.17691,339.30201,,45.156620000000004,-44.650120000000015,,2115946.63443,2116173.3871,2116222.22343,2116242.8706,2116263.10896,2116312.31657,338.86848,338.86848,340.74178,338.86848,247.5232,202.36658,200.57843,202.36658,278.65224,250.50197,249.92767,250.50197,270.85278,270.85279,270.98344,270.85279,263.29147,290.80068,291.6039,290.80068,294.65189,339.30201,341.17691,339.30201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4833602994683845e-05,-2.4833137333396538e-05,-1.983333209157334e-05,-2.6916505932811363e-05,-1.733319664001809e-05,-2.316653558612214e-05
1082,10,6,2.87531,1083,5,7,19.30934,1083,6,29,7.02183,1083,7,20,0.32666,1083,8,11,6.99025,1083,9,29,3.77162,2116536.5367,2116750.22145,2116802.70947,2116823.43051,2116845.70816,2116894.57405,200.30392,200.30392,198.48578,200.30392,97.28535,50.92167,52.0599,50.92167,130.75119,102.65633,102.14615,102.65633,123.07995,123.07996,121.95207,123.07996,114.37744,145.03786,143.39553,145.03786,144.90734,193.20238,191.30409,193.20238,,46.363679999999995,-48.29504,,2116536.5367,2116750.22145,2116802.70947,2116823.43051,2116845.70816,2116894.57405,200.30392,200.30392,198.48578,200.30392,97.28535,50.92167,52.0599,50.92167,130.75119,102.65633,102.14615,102.65633,123.07995,123.07996,121.95207,123.07996,114.37744,145.03786,143.39553,145.03786,144.90734,193.20238,191.30409,193.20238,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9416565239432915e-05,-1.8166730344298943e-05,-1.7749963492158516e-05,-2.316653558612214e-05,-2.3583302438262566e-05,-2.316653558612214e-05
1084,5,8,1.56427,1084,12,22,7.50055,1085,2,6,9.44608,1085,2,28,14.82275,1085,3,20,9.07959,1085,5,12,11.97169,2117116.48208,2117344.72942,2117390.81048,2117413.03451,2117432.79521,2117485.91572,51.92538,51.92538,53.03581,51.92538,324.3524,276.8967,277.2228,276.8967,353.16868,322.31637,323.93675,322.31637,344.22141,344.22141,346.13276,344.22141,336.92305,3.69849,5.63192,3.69849,11.23896,56.05656,57.04758,56.05656,,47.45569999999998,-44.8176,,2117116.48208,2117344.72942,2117390.81048,2117413.03451,2117432.79521,2117485.91572,51.92538,51.92538,53.03581,51.92538,324.3524,276.8967,277.2228,276.8967,353.16868,322.31637,323.93675,322.31637,344.22141,344.22141,346.13276,344.22141,336.92305,3.69849,5.63192,3.69849,11.23896,56.05656,57.04758,56.05656,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6083437889817818e-05,-2.108363264799462e-05,-1.733319664001809e-05,-1.9417030900720222e-05,-1.7749963492158516e-05,-2.3583302438262566e-05
1085,12,13,15.56342,1086,7,18,8.48529,1086,9,9,14.11499,1086,9,29,5.80353,1086,10,21,8.26737,1086,12,6,6.12808,2117701.06537,2117917.77045,2117971.00502,2117990.65871,2118012.76137,2118058.67223,268.11819,268.11819,268.13782,268.11819,166.41757,121.71291,120.62247,121.71291,200.58432,174.18341,172.2251,174.18341,193.55501,193.55501,191.65725,193.55501,184.94494,215.34043,213.77285,215.34043,213.57216,260.59234,260.35054,260.59234,,44.70466000000002,-47.02017999999998,,2117701.06537,2117917.77045,2117971.00502,2117990.65871,2118012.76137,2118058.67223,268.11819,268.11819,268.13782,268.11819,166.41757,121.71291,120.62247,121.71291,200.58432,174.18341,172.2251,174.18341,193.55501,193.55501,191.65725,193.55501,184.94494,215.34043,213.77285,215.34043,213.57216,260.59234,260.35054,260.59234,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8166730344298943e-05,-2.0250098943713768e-05,-1.9416565239432915e-05,-2.0250098943713768e-05,-2.0250098943713768e-05,-1.7333662301305397e-05
1087,7,23,22.22589,1088,2,28,9.90665,1088,4,17,6.27588,1088,5,9,8.72552,1088,5,30,6.35633,1088,7,22,10.1093,2118288.34298,2118507.82968,2118556.67839,2118578.78046,2118599.68175,2118652.83812,126.96663,126.96663,125.72972,126.96663,31.26061,343.30305,345.20354,343.30305,61.91398,31.45065,33.03858,31.45065,53.23547,53.23548,54.30163,53.23548,45.38154,73.83677,74.27469,73.83677,79.37871,126.2302,125.01273,126.2302,,47.95756,-46.85149,,2118288.34298,2118507.82968,2118556.67839,2118578.78046,2118599.68175,2118652.83812,126.96663,126.96663,125.72972,126.96663,31.26061,343.30305,345.20354,343.30305,61.91398,31.45065,33.03858,31.45065,53.23547,53.23548,54.30163,53.23548,45.38154,73.83677,74.27469,73.83677,79.37871,126.2302,125.01273,126.2302,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5250369846824272e-05,-2.6916505932811363e-05,-1.8999798387292488e-05,-2.0666865795854195e-05,-2.6916505932811363e-05,-2.316653558612214e-05
1089,2,20,21.24939,1089,10,5,5.0967,1089,11,23,7.46146,1089,12,13,21.59418,1090,1,3,4.26318,1090,2,21,7.1206,2118866.30229,2119092.62926,2119141.72779,2119162.31666,2119182.59453,2119231.71359,336.63053,336.63053,338.46702,336.63053,244.78987,199.70904,197.87614,199.70904,276.14413,248.10287,247.43454,248.10287,268.39622,268.39622,268.42488,268.39622,260.79512,288.38305,289.0894,288.38305,292.08616,336.7971,338.63151,336.7971,,45.08083000000002,-44.710939999999994,,2118866.30229,2119092.62926,2119141.72779,2119162.31666,2119182.59453,2119231.71359,336.63053,336.63053,338.46702,336.63053,244.78987,199.70904,197.87614,199.70904,276.14413,248.10287,247.43454,248.10287,268.39622,268.39622,268.42488,268.39622,260.79512,288.38305,289.0894,288.38305,292.08616,336.7971,338.63151,336.7971,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.275023439526902e-05,-2.149993383884774e-05,-1.983333209157334e-05,-2.6500204741958244e-05,-2.149993383884774e-05,-2.2333001881841286e-05
1090,10,3,19.74811,1091,5,5,13.89462,1091,6,26,23.30161,1091,7,17,17.0603,1091,8,8,23.61432,1091,9,27,0.22067,2119456.23974,2119669.99584,2119722.3878,2119743.12774,2119765.40083,2119814.42609,198.10064,198.10064,196.25164,198.10064,95.21426,48.78872,49.98057,48.78872,128.57585,100.4287,99.98874,100.4287,120.87096,120.87096,119.80067,120.87096,112.18666,142.82436,141.22171,142.82436,142.85859,191.14597,189.2301,191.14597,,46.42554,-48.28738000000001,,2119456.23974,2119669.99584,2119722.3878,2119743.12774,2119765.40083,2119814.42609,198.10064,198.10064,196.25164,198.10064,95.21426,48.78872,49.98057,48.78872,128.57585,100.4287,99.98874,100.4287,120.87096,120.87096,119.80067,120.87096,112.18666,142.82436,141.22171,142.82436,142.85859,191.14597,189.2301,191.14597,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6083437889817818e-05,-2.149993383884774e-05,-2.3583302438262566e-05,-1.8166730344298943e-05,-2.4000069290402992e-05,-1.9417030900720222e-05
1092,5,5,13.31342,1092,12,19,22.90642,1093,2,4,1.16707,1093,2,26,5.32288,1093,3,17,23.98338,1093,5,10,0.91738,2120035.97162,2120264.37133,2120310.46553,2120332.63868,2120352.41621,2120405.45512,49.51167,49.51167,50.68293,49.51167,322.02921,274.63318,274.8806,274.63318,350.85051,320.06578,321.63905,320.06578,341.92069,341.92069,343.81022,341.92069,334.6317,1.41435,3.35492,1.41435,8.92075,53.692,54.752,53.692,,47.396029999999996,-44.77125,,2120035.97162,2120264.37133,2120310.46553,2120332.63868,2120352.41621,2120405.45512,49.51167,49.51167,50.68293,49.51167,322.02921,274.63318,274.8806,274.63318,350.85051,320.06578,321.63905,320.06578,341.92069,341.92069,343.81022,341.92069,334.6317,1.41435,3.35492,1.41435,8.92075,53.692,54.752,53.692,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8166730344298943e-05,-1.983333209157334e-05,-2.6083437889817818e-05,-1.733319664001809e-05,-2.6499739080670937e-05,-1.983333209157334e-05
1093,12,11,8.909,1094,7,15,19.81044,1094,9,7,2.21738,1094,9,26,18.93585,1094,10,18,22.00603,1094,12,3,20.09137,2120620.78811,2120837.24233,2120890.50929,2120910.20589,2120932.33382,2120978.25404,265.93432,265.93432,265.87901,265.93432,164.02164,119.2818,118.26409,119.2818,198.22765,171.78421,169.83561,171.78421,191.19811,191.19811,189.28375,191.19811,182.56213,213.00844,211.39398,213.00844,211.16562,258.26957,257.9468,258.26957,,44.73983999999999,-47.10395,,2120620.78811,2120837.24233,2120890.50929,2120910.20589,2120932.33382,2120978.25404,265.93432,265.93432,265.87901,265.93432,164.02164,119.2818,118.26409,119.2818,198.22765,171.78421,169.83561,171.78421,191.19811,191.19811,189.28375,191.19811,182.56213,213.00844,211.39398,213.00844,211.16562,258.26957,257.9468,258.26957,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.566667103767739e-05,-1.8999798387292488e-05,-2.316653558612214e-05,-2.0250098943713768e-05,-2.608297222853051e-05,-2.3583302438262566e-05
1095,7,21,10.05872,1096,2,26,5.3729,1096,4,14,22.51422,1096,5,7,2.42175,1096,5,27,22.02714,1096,7,20,3.51526,2121207.83601,2121427.64077,2121476.35499,2121498.5178,2121519.3347,2121572.56337,124.55637,124.55637,123.39266,124.55637,29.19861,341.20628,343.09767,341.20628,59.77655,29.22131,30.86555,29.22131,51.06602,51.06602,52.20763,51.06602,43.24107,71.58413,72.10778,71.58413,77.27808,124.04882,122.89872,124.04882,,47.99232999999998,-46.77074,,2121207.83601,2121427.64077,2121476.35499,2121498.5178,2121519.3347,2121572.56337,124.55637,124.55637,123.39266,124.55637,29.19861,341.20628,343.09767,341.20628,59.77655,29.22131,30.86555,29.22131,51.06602,51.06602,52.20763,51.06602,43.24107,71.58413,72.10778,71.58413,77.27808,124.04882,122.89872,124.04882,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0666865795854195e-05,-2.316653558612214e-05,-2.149993383884774e-05,-1.7749963492158516e-05,-2.6500204741958244e-05,-2.4833602994683845e-05
1097,2,18,11.80518,1097,10,2,10.95943,1097,11,20,20.06952,1097,12,11,8.59882,1097,12,31,16.44056,1098,2,18,17.17772,2121785.90878,2122011.87354,2122061.25313,2122081.77518,2122102.10192,2122151.13264,334.33209,334.3321,336.14655,334.3321,242.08134,197.0536,195.19498,197.0536,273.66123,245.72444,244.98423,245.72444,265.95194,265.95195,265.89844,265.95195,258.32052,285.98694,286.61682,285.98694,289.56098,334.31392,336.12487,334.31392,,45.02774000000002,-44.752940000000024,,2121785.90878,2122011.87354,2122061.25313,2122081.77518,2122102.10192,2122151.13264,334.33209,334.3321,336.14655,334.3321,242.08134,197.0536,195.19498,197.0536,273.66123,245.72444,244.98423,245.72444,265.95194,265.95195,265.89844,265.95195,258.32052,285.98694,286.61682,285.98694,289.56098,334.31392,336.12487,334.31392,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1500399500135048e-05,-2.1083166986707313e-05,-2.4000069290402992e-05,-1.983333209157334e-05,-2.0666400134566887e-05,-2.566667103767739e-05
1098,10,1,11.39008,1099,5,3,9.33763,1099,6,24,15.38468,1099,7,15,10.08856,1099,8,6,16.36164,1099,9,24,20.13851,2122375.89148,2122589.80597,2122642.05793,2122662.83725,2122685.09863,2122734.256,195.84682,195.84682,193.97811,195.84682,93.19278,46.691,47.94993,46.691,126.41706,98.19299,97.83997,98.19299,118.67407,118.67407,117.679,118.67407,110.01754,140.61594,139.07034,140.61594,140.80069,189.06775,187.14314,189.06775,,46.50178,-48.26705999999999,,2122375.89148,2122589.80597,2122642.05793,2122662.83725,2122685.09863,2122734.256,195.84682,195.84682,193.97811,195.84682,93.19278,46.691,47.94993,46.691,126.41706,98.19299,97.83997,98.19299,118.67407,118.67407,117.679,118.67407,110.01754,140.61594,139.07034,140.61594,140.80069,189.06775,187.14314,189.06775,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7333662301305397e-05,-2.6083437889817818e-05,-2.566667103767739e-05,-1.733319664001809e-05,-1.8999798387292488e-05,-1.9416565239432915e-05
